City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
385,diffa,13.32,12.61,72.01,7,0,7.7,NE,1581791683
386,klaksvik,62.23,-6.59,44.6,81,100,20.8,FO,1581791683
387,saint anthony,45.02,-93.22,36.0,64,40,12.75,US,1581791683
388,huangmei,30.19,116.03,36.1,96,100,7.58,CN,1581791684
389,puyang,29.46,119.89,33.91,96,100,2.84,CN,1581791684
390,filadelfia,39.95,-75.16,33.01,33,75,4.7,US,1581791684
391,broken hill,-31.95,141.43,68.0,64,20,16.11,AU,1581791684
392,muzhi,65.37,64.67,9.05,93,100,3.33,RU,1581791684
393,makakilo city,21.35,-158.09,75.2,83,90,5.82,US,1581791685
394,gizo,-8.1,156.84,77.76,86,91,10.56,SB,1581791685
395,dunmore east,52.15,-6.99,48.99,100,75,20.8,IE,1581791685
396,norman wells,65.28,-126.83,-36.4,73,75,2.24,CA,1581791685
397,waterloo,43.47,-80.52,28.99,67,20,23.04,CA,1581791556
398,libin,49.98,5.28,51.01,76,65,20.8,BE,1581791685
399,puerto narino,-3.77,-70.38,78.8,100,75,5.82,CO,1581791686
400,coahuayana,18.73,-103.68,82.4,51,75,5.08,MX,1581791686
401,sabang,5.89,95.32,81.16,82,97,12.41,ID,1581791686
402,shar,49.59,81.05,13.03,68,61,3.62,KZ,1581791686
403,nyurba,63.28,118.33,1.38,97,95,5.46,RU,1581791687
404,belyy yar,53.6,91.39,3.2,91,30,0.85,RU,1581791687
405,glenwood springs,39.55,-107.32,37.4,44,75,4.72,US,1581791687
406,acajutla,13.59,-89.83,84.13,62,0,8.95,SV,1581791687
407,diamantino,-14.41,-56.45,89.19,59,82,3.06,BR,1581791687
408,biak,-0.91,122.88,81.32,79,40,4.38,ID,1581791687
409,oyem,1.6,11.58,78.73,58,54,2.82,GA,1581791688
410,chernyshevsk,52.52,117.02,-7.49,99,3,1.34,RU,1581791688
411,les escoumins,48.11,-69.02,12.27,84,37,13.91,CA,1581791688
412,sao filipe,14.9,-24.5,78.55,44,78,19.3,CV,1581791688
413,bad windsheim,49.5,10.42,46.4,75,1,8.41,DE,1581791688
414,ambrolauri,42.52,43.16,46.4,33,100,25.28,GE,1581791689
415,caibarien,22.52,-79.47,84.2,54,75,13.87,CU,1581791689
416,rawson,-43.3,-65.1,73.78,42,61,20.69,AR,1581791689
417,shetpe,44.17,52.12,32.9,73,77,7.14,KZ,1581791689
418,sabaudia,41.3,13.03,54.0,81,5,3.36,IT,1581791689
419,gulariya,28.23,81.33,58.86,76,0,2.39,NP,1581791689
420,ambon,-3.7,128.18,82.31,76,86,7.76,ID,1581791690
421,saint-georges,12.06,-61.75,82.4,69,75,18.34,GD,1581791690
422,college,64.86,-147.8,-25.6,67,1,3.36,US,1581791405
423,lerwick,60.15,-1.15,46.4,93,75,25.28,GB,1581791690
424,deyang,31.13,104.38,43.0,49,95,2.24,CN,1581791691
425,santa cruz,-17.8,-63.17,91.4,62,75,18.34,BO,1581791691
426,richards bay,-28.78,32.04,81.1,81,0,17.45,ZA,1581791691
427,monrovia,6.3,-10.8,86.0,70,40,10.29,LR,1581791541
428,oxelosund,58.67,17.1,42.8,86,100,5.82,SE,1581791691
429,tahta,26.77,31.5,71.6,30,0,6.93,EG,1581791692
430,hami,42.8,93.45,20.82,27,0,1.01,CN,1581791417
431,innisfail,-17.53,146.03,81.25,57,30,5.7,AU,1581791692
432,lagoa,39.05,-27.98,63.48,86,100,35.32,PT,1581791692
433,talnakh,69.49,88.4,1.4,84,40,8.95,RU,1581791692
434,potsdam,52.4,13.07,46.99,75,67,10.29,DE,1581791692
435,ostrovnoy,68.05,39.51,12.25,88,0,19.13,RU,1581791693
436,takoradi,4.88,-1.76,82.85,68,68,8.3,GH,1581791693
437,mount gambier,-37.83,140.77,57.2,82,90,9.17,AU,1581791693
438,altamira,-3.2,-52.21,90.61,53,77,4.21,BR,1581791678
439,tessalit,20.2,1.01,79.12,7,100,9.22,ML,1581791693
440,krasnyy chikoy,50.36,108.75,-3.69,99,15,1.14,RU,1581791693
441,toronto,43.7,-79.42,28.99,63,75,21.92,CA,1581791406
442,concepcion del uruguay,-32.48,-58.24,91.0,53,0,5.01,AR,1581791674
443,berdigestyakh,62.1,126.7,-14.55,99,64,3.69,RU,1581791694
444,ahipara,-35.17,173.17,69.01,100,100,1.01,NZ,1581791694
445,luderitz,-26.65,15.16,64.4,88,11,6.93,NA,1581791694
446,liverpool,53.41,-2.98,55.99,100,75,19.46,GB,1581791647
447,dubbo,-32.25,148.62,71.6,73,64,19.46,AU,1581791695
448,ulladulla,-35.35,150.47,66.2,100,90,12.24,AU,1581791695
449,west bay,19.37,-81.42,86.0,62,20,12.75,KY,1581791695
450,panorama,40.59,23.03,53.6,54,20,5.82,GR,1581791695
451,kavieng,-2.57,150.8,83.1,79,98,11.54,PG,1581791696
452,bapatla,15.9,80.47,73.06,79,0,6.98,IN,1581791696
453,cap malheureux,-19.98,57.61,80.6,78,40,14.99,MU,1581791696
454,jasper,37.2,-94.35,50.0,64,90,12.75,US,1581791658
455,kursk,51.73,36.19,32.0,99,90,4.47,RU,1581791697
456,gayny,60.31,54.32,10.62,97,95,4.32,RU,1581791697
457,waingapu,-9.66,120.26,84.87,64,74,1.34,ID,1581791697
458,robat karim,35.48,51.08,41.0,29,68,9.06,IR,1581791697
459,san cristobal,7.77,-72.22,93.2,34,20,8.05,VE,1581791697
460,tilichiki,60.47,166.1,-4.49,90,99,8.75,RU,1581791695
461,pangai,-19.8,-174.35,78.8,74,20,17.22,TO,1581791698
462,fort payne,34.44,-85.72,54.0,39,1,5.82,US,1581791698
463,manaus,-3.1,-60.02,91.4,66,40,4.7,BR,1581791540
464,vanimo,-2.67,141.3,81.45,81,69,11.81,PG,1581791699
465,yokadouma,3.52,15.05,81.75,21,33,1.52,CM,1581791699
466,yarmouth,41.71,-70.23,28.0,42,1,11.41,US,1581791699
467,pionerskiy,54.95,20.23,35.6,84,40,11.18,RU,1581791700
468,kelo,9.31,15.81,85.6,12,0,4.38,TD,1581791700
469,pisco,-13.7,-76.22,75.0,30,75,12.75,PE,1581791700
470,zheleznodorozhnyy,55.75,38.0,32.0,85,59,2.24,RU,1581791572
471,astoria,46.19,-123.83,46.99,87,90,18.34,US,1581791701
472,gejiu,23.31,103.16,47.41,87,45,5.06,CN,1581791701
473,mokrous,51.23,47.52,21.72,93,92,5.79,RU,1581791701
474,viloco,-16.95,-67.55,57.0,55,14,6.82,BO,1581791701
475,saint-pierre,-21.34,55.48,78.8,78,51,5.82,RE,1581791702
476,kamaishi,39.27,141.88,37.47,82,71,4.61,JP,1581791702
477,tezu,27.92,96.17,59.11,77,28,2.73,IN,1581791702
478,ulcinj,41.93,19.22,50.0,39,0,11.41,ME,1581791702
479,kapuskasing,49.42,-82.43,21.2,85,90,9.17,CA,1581791702
480,srednebelaya,50.66,128.01,-7.6,76,0,2.24,RU,1581791703
481,hede,33.77,120.25,33.67,61,83,23.49,CN,1581791703
482,sioux lookout,50.1,-91.92,21.2,73,90,16.11,CA,1581791703
483,matveyev kurgan,47.56,38.87,30.97,91,88,7.09,RU,1581791523
484,karasjok,69.47,25.51,8.6,78,99,16.11,NO,1581791703
485,shellbrook,53.22,-106.4,-4.0,58,5,8.05,CA,1581791704
486,bowen,-20.02,148.23,79.0,94,1,3.36,AU,1581791704
487,batemans bay,-35.72,150.18,66.99,94,89,1.21,AU,1581791606
488,paysandu,-32.32,-58.08,90.0,53,0,5.01,UY,1581791546
489,gdov,58.74,27.81,34.0,74,100,12.39,RU,1581791704
490,kainantu,-6.29,145.87,59.54,95,100,4.43,PG,1581791705
491,camacha,33.08,-16.33,66.2,77,20,9.17,PT,1581791705
492,lata,40.16,-8.33,62.01,77,20,4.7,PT,1581791705
493,alekseyevka,50.63,38.69,26.92,92,97,2.86,RU,1581791705
494,acapulco,16.86,-99.89,87.8,52,20,5.82,MX,1581791463
495,okhotsk,59.38,143.3,0.5,71,0,12.03,RU,1581791705
496,dickinson,29.46,-95.05,69.01,55,75,3.36,US,1581791581
497,lima,-12.04,-77.03,82.4,61,23,8.05,PE,1581791427
498,flin flon,54.77,-101.86,-9.4,52,5,11.41,CA,1581791706
499,petropavlovsk-kamchatskiy,53.05,158.65,28.4,54,97,11.18,RU,1581791441
500,victoria point,-27.58,153.3,78.01,94,20,3.11,AU,1581791706
501,fallon,39.47,-118.78,50.0,41,40,3.36,US,1581791418
502,kudeyevskiy,54.88,56.76,17.6,92,90,8.95,RU,1581791707
503,oktyabrskiy,54.48,53.47,4.3,98,78,1.57,RU,1581791550
504,beloha,-25.17,45.05,75.27,87,1,8.86,MG,1581791707
505,adjumani,3.38,31.79,88.25,28,100,6.11,UG,1581791707
506,skegness,53.14,0.34,55.99,87,90,35.57,GB,1581791514
507,chapais,49.78,-74.85,15.8,72,90,19.46,CA,1581791708
508,santa luzia,-19.77,-43.85,89.6,45,40,5.82,BR,1581791561
509,deputatskiy,69.3,139.9,-14.19,77,87,5.1,RU,1581791708
510,northam,51.03,-4.22,55.99,100,75,31.09,GB,1581791708
511,carutapera,-1.2,-46.02,82.33,75,76,10.07,BR,1581791709
512,ashland,40.82,-82.27,32.0,58,1,13.87,US,1581791709
513,san policarpo,12.18,125.51,79.02,85,8,11.45,PH,1581791709
514,kenai,60.55,-151.26,9.0,84,40,6.64,US,1581791709
515,mporokoso,-9.37,30.12,63.43,95,84,2.55,ZM,1581791709
516,cheremukhovo,60.35,59.99,14.11,88,99,2.89,RU,1581791710
517,tymovskoye,50.85,142.66,0.16,96,100,4.54,RU,1581791585
518,rybachiy,48.71,44.74,28.4,92,100,4.47,RU,1581791710
519,oriximina,-1.77,-55.87,89.91,56,95,2.15,BR,1581791710
520,sayansk,54.11,102.16,1.62,91,0,1.43,RU,1581791710
521,kaniama,-7.57,24.18,67.37,94,94,3.18,CD,1581791710
522,chegdomyn,51.12,133.02,-19.52,100,43,0.85,RU,1581791711
523,tuatapere,-46.13,167.68,57.0,97,100,5.99,NZ,1581791711
524,turan,16.07,108.22,75.2,94,20,1.12,VN,1581791711
525,ereymentau,51.62,73.1,16.25,72,97,8.43,KZ,1581791711
526,dinar,38.06,30.17,39.2,93,75,3.36,TR,1581791711
527,cobija,-11.03,-68.77,89.6,66,75,6.93,BO,1581791712
528,tura,25.52,90.22,64.38,60,44,3.6,IN,1581791712
529,aleksandrov gay,50.15,48.57,25.12,92,100,5.66,RU,1581791712
530,oksovskiy,62.61,39.9,22.6,94,100,6.89,RU,1581791712
531,nuuk,64.18,-51.72,21.2,85,75,20.8,GL,1581791712
532,catabola,-12.15,17.28,67.21,94,96,5.55,AO,1581791713
533,daman,20.42,72.85,69.21,37,0,0.89,IN,1581791713
534,kholtoson,50.3,103.31,2.79,87,0,2.93,RU,1581791713
535,daboh,26.0,78.88,60.22,43,46,2.15,IN,1581791713
536,dali,25.7,100.18,43.36,91,34,1.59,CN,1581791714
537,portland,45.52,-122.68,44.01,93,90,11.41,US,1581791454
538,matagami,49.75,-77.63,17.6,85,90,14.99,CA,1581791714
539,billings,45.78,-108.5,35.01,56,41,18.34,US,1581791714
540,belgrade,44.8,20.47,42.8,87,1,3.36,RS,1581791714
541,panguna,-6.32,155.48,70.36,88,91,2.89,PG,1581791715
542,mahibadhoo,3.78,72.97,82.69,79,64,11.7,MV,1581791715
543,ca mau,9.18,105.15,71.46,94,0,1.48,VN,1581791715
